id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SE;SUDESTE/CENTRO-OESTE;2026-02-13 20:00:00;43225.79599999;4190.449;230.052;0.0;56636.24999999;-8989.953
S;SUL;2026-02-13 20:00:00;11753.391;934.806;958.801;1.0;18235.628;-4587.63
NE;NORDESTE;2026-02-13 21:00:00;5264.523;861.183;14542.655;0.0;15046.143;5622.218
N;NORTE;2026-02-13 21:00:00;13701.632;2033.94899999;176.008;0.0;8506.866;7404.723
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-13 21:00:00;72568.677;8124.677;15944.832;1.0;96639.19;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-13 21:00:00;41642.53099999;4293.15699999;243.886;0.0;55136.57599999;-8957.00199999
S;SUL;2026-02-13 21:00:00;11959.99099999;936.38799999;982.283;1.0;17949.60099999;-4069.939
NE;NORDESTE;2026-02-13 22:00:00;4343.10099999;868.705;11629.958;0.0;14849.352;1992.412
N;NORTE;2026-02-13 22:00:00;13323.389;2033.89;155.578;0.0;8705.646;6807.211
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-13 22:00:00;72826.825;8259.481;12915.029;1.0;94002.34;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-13 22:00:00;42289.619;4418.114;233.499;0.0;53069.661;-6128.429
S;SUL;2026-02-13 22:00:00;12870.716;938.772;895.994;1.0;17377.676;-2671.194
NE;NORDESTE;2026-02-13 23:00:00;3452.121;894.776;11595.262;0.0;14619.076;1323.083
N;NORTE;2026-02-13 23:00:00;13022.327;2017.19;122.467;0.0;8646.911;6515.073
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-13 23:00:00;69334.377;8243.346;12693.707;1.0;90272.43;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-13 23:00:00;40263.83299999;4396.97199999;221.287;0.0;50667.15799999;-5785.066
S;SUL;2026-02-13 23:00:00;12596.096;934.408;754.69099999;1.0;16339.285;-2053.09
NE;NORDESTE;2026-02-14 00:00:00;2800.513;1042.525;13448.50199999;0.0;14095.98099999;3195.559
N;NORTE;2026-02-14 00:00:00;13117.432;1911.042;118.187;0.0;8544.381;6602.28
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 00:00:00;63073.889;8555.211;14491.535;1.0;86121.64;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 00:00:00;36983.26;4662.87599999;242.374;0.0;48248.776;-6360.266
S;SUL;2026-02-14 00:00:00;10172.68399999;938.768;682.472;1.0;15232.49699999;-3437.573
NE;NORDESTE;2026-02-14 01:00:00;2316.41999999;1045.323;14152.668;0.0;13728.184;3786.227
N;NORTE;2026-02-14 01:00:00;12968.422;1766.395;127.853;0.0;8377.391;6485.279
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 01:00:00;58883.049;8634.351;15119.045;1.0;82637.45;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 01:00:00;34515.082;4889.05999999;241.311;0.0;46054.51;-6409.057
S;SUL;2026-02-14 01:00:00;9083.12499999;933.573;597.213;1.0;14477.35999999;-3862.449
NE;NORDESTE;2026-02-14 02:00:00;2054.09;1060.63799999;13967.298;0.0;13498.051;3583.975
N;NORTE;2026-02-14 02:00:00;12914.458;1892.493;122.62;0.0;8224.543;6705.028
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 02:00:00;56335.558;8825.739;14898.38;1.0;80060.68;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 02:00:00;33367.301;4939.57099999;211.244;0.0;44506.587;-5988.471
S;SUL;2026-02-14 02:00:00;7999.70899999;933.037;597.21799999;1.0;13831.496;-4300.532
NE;NORDESTE;2026-02-14 03:00:00;2050.98099999;1060.10199999;13582.72699999;0.0;13413.88799999;3279.922
N;NORTE;2026-02-14 03:00:00;12734.555;1748.48799999;91.096;0.0;8077.404;6496.735
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 03:00:00;55051.605;8925.988;14489.563;1.0;78468.16;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 03:00:00;33227.667;5181.468;204.606;0.0;43593.16;-4979.41899999
S;SUL;2026-02-14 03:00:00;7038.402;935.93;611.134;1.0;13383.704;-4797.238
NE;NORDESTE;2026-02-14 04:00:00;2062.576;1052.038;12707.70099999;6.401;13167.70699999;2661.009
N;NORTE;2026-02-14 04:00:00;12508.76;1751.33599999;78.024;0.0;7904.89499999;6433.225
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 04:00:00;54732.511;8956.519;13648.611;23.474;77361.12;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 04:00:00;33510.67099999;5211.43099999;226.811;16.073;43097.97799999;-4132.992
S;SUL;2026-02-14 04:00:00;6650.504;941.714;636.075;1.0;13190.535;-4961.242
NE;NORDESTE;2026-02-14 05:00:00;2053.448;1045.252;11885.828;157.264;12772.777;2369.015
N;NORTE;2026-02-14 05:00:00;12492.487;1753.61799999;131.552;2.773;7871.98499999;6508.445
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 05:00:00;54373.746;8971.903;12893.647;293.08;76532.38;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 05:00:00;33029.695;5232.111;205.179;128.238;42746.24499999;-4151.02199999
S;SUL;2026-02-14 05:00:00;6798.11599999;940.92199999;671.088;4.805;13141.36899999;-4726.438
NE;NORDESTE;2026-02-14 06:00:00;1990.16199999;992.541;11687.566;2225.354;11965.669;4929.954
N;NORTE;2026-02-14 06:00:00;9823.78199999;1864.464;69.414;102.583;7595.451;4264.79199999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 06:00:00;48645.884;9028.948;12678.516;5099.488;75452.84;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 06:00:00;30299.051;5234.164;220.567;2500.064;42658.85;-4405.00399999
S;SUL;2026-02-14 06:00:00;6532.88899999;937.77899999;700.969;271.48699999;13232.86599999;-4789.742
NE;NORDESTE;2026-02-14 07:00:00;1932.461;873.22099999;11333.56999999;5967.884;11691.14699999;8415.989
N;NORTE;2026-02-14 07:00:00;5937.57;1901.158;42.401;438.04799999;7471.55;847.627
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 07:00:00;39458.098;8704.325;12245.052;16253.15;76660.63;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 07:00:00;25512.268;4939.513;198.176;8695.702;43715.118;-4369.459
S;SUL;2026-02-14 07:00:00;6075.79899999;990.433;670.905;1151.516;13782.80999999;-4894.157
NE;NORDESTE;2026-02-14 08:00:00;1949.15099999;720.363;10754.69699999;7667.755;11906.77399999;9185.19199999
N;NORTE;2026-02-14 08:00:00;4813.456;1655.492;68.171;861.392;7672.067;-273.556
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 08:00:00;35647.632;7461.053;11728.579;23760.96;78598.22;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 08:00:00;23365.74999999;3954.345;166.491;13124.87599999;44734.00799999;-4122.546
S;SUL;2026-02-14 08:00:00;5519.27499999;1130.85299999;739.21999999;2106.937;14285.375;-4789.09
NE;NORDESTE;2026-02-14 09:00:00;1926.855;693.595;8207.796;8603.217;11736.055;7695.408
N;NORTE;2026-02-14 09:00:00;4557.77899999;1603.158;0.899;1316.547;7672.963;-194.57999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 09:00:00;33428.012;7392.301;9076.0;29248.398;79144.71;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 09:00:00;22036.90999999;3865.45899999;152.089;16372.178;45559.89099999;-3133.25499999
S;SUL;2026-02-14 09:00:00;4906.46799999;1230.089;715.216;2956.45599999;14175.802;-4367.573
NE;NORDESTE;2026-02-14 10:00:00;1928.473;686.015;6261.983;10361.677;11706.76;7531.388
N;NORTE;2026-02-14 10:00:00;4592.6;1505.328;22.395;1725.131;7746.082;99.37199999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 10:00:00;31664.833;7303.753;7039.81;34197.402;80205.8;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 10:00:00;21268.892;3859.28399999;147.409;18557.519;46595.25;-2762.146
S;SUL;2026-02-14 10:00:00;3874.86799999;1253.126;608.02299999;3553.075;14157.706;-4868.61399999
NE;NORDESTE;2026-02-14 11:00:00;1938.865;692.092;5549.745;11000.39299999;11574.37799999;7606.717
N;NORTE;2026-02-14 11:00:00;4595.026;1558.941;54.811;1835.813;7763.57;281.02099999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 11:00:00;31075.199;7380.672;6297.536;36475.912;81229.32;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 11:00:00;20815.952;3859.21699999;107.413;19916.18999999;47619.773;-2921.001
S;SUL;2026-02-14 11:00:00;3725.35599999;1270.422;585.567;3723.516;14271.59799999;-4966.737
NE;NORDESTE;2026-02-14 12:00:00;1943.35;700.283;4921.062;10641.45;11231.549;6974.596
N;NORTE;2026-02-14 12:00:00;4596.29599999;1544.98599999;66.306;1790.923;7591.16299999;407.34799999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 12:00:00;31128.029;7381.867;5698.869;36018.612;80227.38;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 12:00:00;20871.365;3875.484;89.529;19927.56099999;47667.281;-2903.34199999
S;SUL;2026-02-14 12:00:00;3717.018;1261.114;621.972;3658.678;13737.38399999;-4478.602
NE;NORDESTE;2026-02-14 13:00:00;1930.1;707.701;4730.11699999;10403.54699999;11362.58099999;6408.884
N;NORTE;2026-02-14 13:00:00;4638.504;1345.879;66.09;1702.908;7598.14;155.24099999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 13:00:00;31597.083;7206.685;5538.808;35471.786;79814.36;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 13:00:00;21319.86099999;3889.87499999;62.747;19872.037;47334.09;-2189.56999999
S;SUL;2026-02-14 13:00:00;3708.618;1263.23;679.854;3493.294;13519.551;-4374.555
NE;NORDESTE;2026-02-14 14:00:00;1929.96;714.733;4584.431;8583.786;11517.525;4295.385
N;NORTE;2026-02-14 14:00:00;4682.664;1230.651;134.395;1440.637;7640.051;-151.704
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 14:00:00;34154.042;7110.178;5574.498;31869.254;78707.97;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 14:00:00;23931.88999999;3898.83;56.069;19022.38099999;46475.00099999;434.16899999
S;SUL;2026-02-14 14:00:00;3609.528;1265.964;799.603;2822.45;13075.395;-4577.85
NE;NORDESTE;2026-02-14 15:00:00;1928.516;815.783;6535.194;6071.233;11945.303;3405.423
N;NORTE;2026-02-14 15:00:00;5289.345;1332.128;188.452;1186.024;7747.639;248.30999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 15:00:00;37918.364;7476.748;7653.731;25783.117;78831.96;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 15:00:00;27224.629;4053.19699999;67.341;16288.42699999;46147.248;1486.34599999
S;SUL;2026-02-14 15:00:00;3475.874;1275.64;862.74399999;2237.433;12991.77;-5140.079
NE;NORDESTE;2026-02-14 16:00:00;1994.812;1071.31799999;9695.202;3001.953;12313.64;3449.645
N;NORTE;2026-02-14 16:00:00;7054.279;1375.149;202.082;773.517;7695.058;1709.969
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 16:00:00;42604.015;8548.872;10859.511;17796.748;79809.15;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 16:00:00;29884.655;4822.54799999;82.765;12574.55099999;46525.65699999;838.862
S;SUL;2026-02-14 16:00:00;3670.269;1279.857;879.462;1446.727;13274.791;-5998.476
NE;NORDESTE;2026-02-14 17:00:00;3279.925;1071.802;10779.264;664.893;12895.524;2900.36
N;NORTE;2026-02-14 17:00:00;11031.366;1390.169;145.073;327.14199999;7742.55499999;5151.195
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 17:00:00;54088.53;8968.827;11948.411;7681.883;82687.65;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 17:00:00;34831.603;5227.46999999;104.881;6004.10099999;48065.61;-1897.555
S;SUL;2026-02-14 17:00:00;4945.63599999;1279.386;919.193;685.74699999;13983.962;-6154.0
NE;NORDESTE;2026-02-14 18:00:00;4840.36299999;1076.271;11685.58199999;23.786;14078.20299999;3547.799
N;NORTE;2026-02-14 18:00:00;12845.913;1392.836;169.662;51.169;8054.45999999;6405.12
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 18:00:00;64564.367;9014.353;12950.391;974.123;87503.23;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 18:00:00;38078.43199999;5267.915;117.919;765.64499999;50535.06999999;-6305.159
S;SUL;2026-02-14 18:00:00;8799.65899999;1277.331;977.228;133.523;14835.50099999;-3647.76
NE;NORDESTE;2026-02-14 19:00:00;5486.09399999;1068.61199999;12720.178;4.678;14333.05099999;4946.511
N;NORTE;2026-02-14 19:00:00;13201.86399999;1409.64099999;187.321;2.794;8368.39299999;6433.227
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 19:00:00;69022.815;9044.728;14058.609;24.891;92151.04;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 19:00:00;39810.25;5296.94;191.779;16.419;53653.433;-8338.045
S;SUL;2026-02-14 19:00:00;10524.60699999;1269.53499999;959.331;1.0;15796.16599999;-3041.693
NE;NORDESTE;2026-02-14 20:00:00;5446.43499999;1063.086;13495.10599999;0.0;14214.94699999;5789.68
N;NORTE;2026-02-14 20:00:00;13127.647;1418.302;145.252;0.001;8359.994;6331.208
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 20:00:00;67481.879;9029.87;14900.04;1.001;91412.79;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 20:00:00;38967.124;5282.388;222.515;0.0;53176.407;-8704.37999999
S;SUL;2026-02-14 20:00:00;9940.67299999;1266.09399999;1037.16699999;1.0;15661.44199999;-3416.508
NE;NORDESTE;2026-02-14 21:00:00;4655.02;1067.059;14338.875;0.0;14325.427;5735.527
N;NORTE;2026-02-14 21:00:00;13000.97299999;1426.585;149.445;0.0;8394.43999999;6182.563
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 21:00:00;64953.136;9018.813;15767.273;1.0;89740.22;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 21:00:00;38022.07799999;5261.188;234.387;0.0;51959.88199999;-8442.22899999
S;SUL;2026-02-14 21:00:00;9275.065;1263.981;1044.566;1.0;15060.473;-3475.861
NE;NORDESTE;2026-02-14 22:00:00;4066.11;1070.90999999;14408.45399999;0.0;14212.71499999;5332.759
N;NORTE;2026-02-14 22:00:00;13280.59;1441.741;145.441;0.0;8338.821;6528.951
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 22:00:00;62098.683;8982.103;15892.716;1.0;86974.5;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 22:00:00;35893.23799999;5206.68899999;247.426;0.0;49995.72499999;-8648.37199999
S;SUL;2026-02-14 22:00:00;8858.74499999;1262.763;1091.395;1.0;14427.241;-3213.338
NE;NORDESTE;2026-02-14 23:00:00;3144.643;1073.746;14889.702;0.0;13919.3;5188.79099999
N;NORTE;2026-02-14 23:00:00;14711.16;1449.163;169.96;0.0;8215.796;8114.487
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-14 23:00:00;58403.453;8982.648;16306.531;1.0;83693.63;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-14 23:00:00;33497.77699999;5195.30499999;243.708;0.0;47972.59199999;-9035.802
S;SUL;2026-02-14 23:00:00;7049.87299999;1264.434;1003.161;1.0;13585.94399999;-4267.47599999
NE;NORDESTE;2026-02-15 00:00:00;2886.493;1024.48;16376.34;0.0;13666.23;6621.083
N;NORTE;2026-02-15 00:00:00;13910.044;1450.971;166.46199999;0.0;8056.55799999;7470.919
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 00:00:00;54001.472;8970.773;17776.024;1.0;80749.27;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 00:00:00;33045.051;5192.709;233.03;0.0;45945.793;-7475.003
S;SUL;2026-02-15 00:00:00;4159.884;1302.61299999;1000.192;1.0;13080.68799999;-6616.999
NE;NORDESTE;2026-02-15 01:00:00;2555.823;1001.304;16577.8;0.0;13326.607;6808.32
N;NORTE;2026-02-15 01:00:00;12822.455;1449.95099999;105.912;0.0;7895.633;6482.685
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 01:00:00;50717.888;9006.944;17827.186;1.0;77553.02;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 01:00:00;31914.998;5184.30099999;226.488;0.0;43933.09699999;-6607.31
S;SUL;2026-02-15 01:00:00;3424.612;1371.388;916.986;1.0;12397.681;-6683.695
NE;NORDESTE;2026-02-15 02:00:00;2699.27599999;1014.825;15956.30099999;0.0;13047.38499999;6623.017
N;NORTE;2026-02-15 02:00:00;13725.185;1450.35;41.894;0.0;7824.552;7392.877
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 02:00:00;49117.142;9014.0;17164.787;1.0;75296.93;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 02:00:00;29948.433;5180.956;210.334;0.0;42498.476;-7158.753
S;SUL;2026-02-15 02:00:00;2744.24799999;1367.869;956.258;1.0;11926.516;-6857.141
NE;NORDESTE;2026-02-15 03:00:00;2557.295;1021.046;15235.13299999;0.0;12882.655;5930.819
N;NORTE;2026-02-15 03:00:00;13380.66799999;1446.232;24.465;0.0;7685.85099999;7165.514
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 03:00:00;48027.894;9033.231;16463.771;1.0;73525.9;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 03:00:00;29383.09499999;5196.39499999;222.785;0.0;41420.576;-6618.301
S;SUL;2026-02-15 03:00:00;2706.83599999;1369.55799999;981.388;1.0;11536.81399999;-6478.032
NE;NORDESTE;2026-02-15 04:00:00;2541.78599999;1020.128;14812.775;5.542;12709.709;5670.522
N;NORTE;2026-02-15 04:00:00;13438.39;1443.889;70.08199999;0.0;7596.905;7355.456
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 04:00:00;47334.371;9031.855;16039.132;18.27;72423.63;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 04:00:00;28712.499;5192.479;227.085;11.728;40797.313;-6653.52199999
S;SUL;2026-02-15 04:00:00;2641.696;1375.359;929.18999999;1.0;11319.701;-6372.456
NE;NORDESTE;2026-02-15 05:00:00;2408.712;1004.101;14897.452;157.203;12105.196;6362.272
N;NORTE;2026-02-15 05:00:00;11659.10099999;1440.813;116.179;3.538;7526.22299999;5693.408
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 05:00:00;45520.4;9006.03;16175.13;287.715;70989.28;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 05:00:00;28099.84399999;5192.366;233.03;120.123;40149.92899999;-6504.566
S;SUL;2026-02-15 05:00:00;3352.743;1368.75;928.469;6.851;11207.927;-5551.114
NE;NORDESTE;2026-02-15 06:00:00;2233.091;876.64299999;14439.05699999;1910.803;11189.18999999;8270.404
N;NORTE;2026-02-15 06:00:00;8477.82;1435.099;22.489;115.44899999;7339.833;2711.024
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 06:00:00;39113.128;8483.394;15801.859;5370.715;68769.1;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 06:00:00;24750.172;4814.047;241.763;3028.458;39293.853;-6459.413
S;SUL;2026-02-15 06:00:00;3652.045;1357.605;1098.55;316.005;10946.22;-4522.015
NE;NORDESTE;2026-02-15 07:00:00;1933.109;827.463;13410.976;5072.18299999;10913.141;10330.59
N;NORTE;2026-02-15 07:00:00;5183.92999999;1271.245;11.461;488.10499999;7198.05899999;-243.318
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 07:00:00;30179.571;6871.054;14528.683;16892.425;68471.73;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 07:00:00;19691.142;3447.003;195.441;9999.57399999;39143.595;-5810.435
S;SUL;2026-02-15 07:00:00;3371.39;1325.34299999;910.805;1332.563;11216.938;-4276.837
NE;NORDESTE;2026-02-15 08:00:00;1933.295;720.935;9548.62699999;6176.471;10333.81499999;8045.51299999
N;NORTE;2026-02-15 08:00:00;4502.457;1250.19999999;11.305;907.963;6803.37199999;-131.44699999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 08:00:00;28102.109;6432.394;10792.667;22217.651;67544.82;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 08:00:00;18853.665;3242.07399999;185.46;12712.337;39128.08599999;-4134.54999999
S;SUL;2026-02-15 08:00:00;2812.69199999;1219.18499999;1047.275;2420.88;11279.548;-3779.516
NE;NORDESTE;2026-02-15 09:00:00;1943.658;730.329;5283.383;7440.67499999;10141.365;5256.68
N;NORTE;2026-02-15 09:00:00;4350.84;1241.94;11.405;1362.732;6683.415;283.50199999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 09:00:00;27115.048;6345.876;6308.402;27581.399;67350.73;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 09:00:00;18579.258;3223.258;124.071;15551.277;39336.71;-1858.846
S;SUL;2026-02-15 09:00:00;2241.292;1150.349;889.543;3226.71499999;11189.235;-3681.336
NE;NORDESTE;2026-02-15 10:00:00;1968.847;729.332;3561.673;8153.40399999;10294.447;4118.809
N;NORTE;2026-02-15 10:00:00;4397.566;1236.15199999;4.549;1797.411;6859.122;576.55599999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 10:00:00;27212.045;6318.504;4051.754;30849.336;68431.64;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 10:00:00;18511.038;3209.842;43.963;17056.01999999;39923.64299999;-1102.77999999
S;SUL;2026-02-15 10:00:00;2334.594;1143.178;441.56899999;3842.501;11354.427;-3592.585
NE;NORDESTE;2026-02-15 11:00:00;1962.538;724.79699999;3250.414;8591.212;10224.578;4304.383
N;NORTE;2026-02-15 11:00:00;4374.673;1233.223;3.136;1992.495;7060.903;542.62399999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 11:00:00;27105.227;6332.252;3928.059;33046.832;70412.37;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 11:00:00;18416.59899999;3233.922;37.241;18119.20299999;41160.333;-1353.36799999
S;SUL;2026-02-15 11:00:00;2351.417;1140.31;637.268;4343.922;11966.556;-3493.639
NE;NORDESTE;2026-02-15 12:00:00;1961.855;725.752;3241.813;8439.94299999;9949.47499999;4419.888
N;NORTE;2026-02-15 12:00:00;4375.89899999;1229.994;3.258;1944.342;7119.98699999;433.506
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 12:00:00;27149.372;6346.132;4286.729;33526.674;71308.91;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 12:00:00;18498.613;3234.48899999;37.24;18554.402;42136.512;-1811.768
S;SUL;2026-02-15 12:00:00;2313.005;1155.897;1004.418;4587.987;12102.933;-3041.626
NE;NORDESTE;2026-02-15 13:00:00;1961.042;716.204;3429.63;8590.467;9752.903;4944.44
N;NORTE;2026-02-15 13:00:00;4407.82799999;1227.361;116.911;1776.674;7234.114;294.65999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 13:00:00;27363.589;6344.719;4703.2;32886.119;71297.63;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 13:00:00;18655.62599999;3245.991;39.334;18200.138;42283.94699999;-2142.858
S;SUL;2026-02-15 13:00:00;2339.093;1155.163;1117.325;4318.84;12026.663;-3096.242
NE;NORDESTE;2026-02-15 14:00:00;1973.61499999;723.665;4495.684;8436.151;9764.50499999;5864.61
N;NORTE;2026-02-15 14:00:00;4438.11399999;1229.885;163.839;1541.545;7337.176;36.20699999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 14:00:00;27895.742;6339.19;5907.284;30811.663;70953.88;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 14:00:00;19133.22799999;3222.28999999;51.611;17241.11499999;41764.22699999;-2115.983
S;SUL;2026-02-15 14:00:00;2350.78499999;1163.34999999;1196.15;3592.852;12087.97099999;-3784.834
NE;NORDESTE;2026-02-15 15:00:00;1974.439;729.938;5790.355;7514.44299999;9888.277;6120.89799999
N;NORTE;2026-02-15 15:00:00;4538.537;1230.075;229.28;1206.499;7530.841;-326.44999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 15:00:00;30370.359;6702.362;7279.755;27401.953;71754.43;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 15:00:00;21404.54599999;3549.772;49.68;15840.656;42057.951;-1213.297
S;SUL;2026-02-15 15:00:00;2452.837;1192.577;1210.44;2840.35499999;12277.36;-4581.151
NE;NORDESTE;2026-02-15 16:00:00;2048.853;867.175;7680.113;4845.598;10526.075;4915.664
N;NORTE;2026-02-15 16:00:00;5199.686;1322.089;278.723;783.014;7498.538;84.974
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 16:00:00;36520.964;7939.843;9254.849;20417.302;74132.96;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 16:00:00;26149.438;4521.62199999;62.256;12798.03399999;43308.871;222.479
S;SUL;2026-02-15 16:00:00;3122.98699999;1228.95699999;1233.757;1990.656;12799.47399999;-5223.117
NE;NORDESTE;2026-02-15 17:00:00;3464.953;1046.264;11684.305;1421.819;11992.601;5624.74
N;NORTE;2026-02-15 17:00:00;7919.716;1381.554;180.158;343.391;7435.458;2389.361
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 17:00:00;47339.811;9014.891;13104.076;8970.14;78428.92;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 17:00:00;30895.09899999;5261.406;64.787;6169.593;45517.34299999;-3126.458
S;SUL;2026-02-15 17:00:00;5060.043;1325.66699999;1174.826;1035.337;13483.516;-4887.643
NE;NORDESTE;2026-02-15 18:00:00;5029.721;1071.239;13644.88399999;34.077;13476.19799999;6303.723
N;NORTE;2026-02-15 18:00:00;12301.33299999;1412.249;239.608;53.943;7713.50099999;6293.632
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 18:00:00;58418.269;9151.987;15130.027;1061.482;83761.77;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 18:00:00;33851.55099999;5307.97999999;104.151;739.44499999;48421.26599999;-8418.13899999
S;SUL;2026-02-15 18:00:00;7235.664;1360.51899999;1141.384;234.017;14150.8;-4179.216
NE;NORDESTE;2026-02-15 19:00:00;5469.966;1070.108;14129.155;4.95;13711.957;6962.222
N;NORTE;2026-02-15 19:00:00;13953.056;1423.60399999;302.019;2.786;8062.15;7619.315
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 19:00:00;64143.308;9166.383;15652.705;26.11;88988.51;0.0
SE;SUDESTE/CENTRO-OESTE;2026-02-15 19:00:00;35986.992;5322.25999999;181.896;16.74;51738.572;-10230.684
S;SUL;2026-02-15 19:00:00;8733.294;1350.411;1039.635;1.634;15475.827;-4350.853
NE;NORDESTE;2026-02-15 20:00:00;5331.568;1068.886;13934.383;0.0;13590.548;6744.289
N;NORTE;2026-02-15 20:00:00;13971.198;1436.62099999;339.584;0.0;8132.728;7614.675
SIN;SISTEMA INTERLIGADO NACIONAL;2026-02-15 20:00:00;64275.067;9161.773;15548.336;1.0;88986.18;0.0
