id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
N;NORTE;2026-01-07 11:00:00;3912.348;1364.79;386.056;2082.252;8466.927;-721.481
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 11:00:00;33456.241;8482.859;10821.531;34948.999;87709.63;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 11:00:00;23533.33399999;4544.754;215.086;17803.072;48336.581;-2240.335
S;SUL;2026-01-07 11:00:00;4218.656;470.307;555.351;5993.751;16871.237;-5633.172
NE;NORDESTE;2026-01-07 12:00:00;1816.508;2084.20799999;8477.482;9306.05499999;13625.24599999;8059.007
N;NORTE;2026-01-07 12:00:00;3935.241;1337.23499999;374.232;2094.75;8452.61;-711.152
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 12:00:00;33179.917;8446.156;9638.625;34929.635;86194.33;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 12:00:00;22764.22899999;4539.74;205.649;17317.837;47342.965;-2515.50999999
S;SUL;2026-01-07 12:00:00;4663.93899999;484.973;581.26199999;6210.993;16773.512;-4832.345
NE;NORDESTE;2026-01-07 13:00:00;1787.803;2063.238;7929.481;10605.42799999;13598.22799999;8787.722
N;NORTE;2026-01-07 13:00:00;3977.236;1354.42899999;361.912;1814.065;8546.572;-1038.92999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 13:00:00;37281.78;8465.243;8992.31;34144.813;88884.15;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 13:00:00;25325.38199999;4554.58099999;183.253;15770.629;48743.247;-2909.40199999
S;SUL;2026-01-07 13:00:00;6191.359;492.995;517.664;5954.691;17996.099;-4839.39
NE;NORDESTE;2026-01-07 14:00:00;1807.24;2066.415;8997.502;10257.73899999;13764.917;9363.97899999
N;NORTE;2026-01-07 14:00:00;4506.271;1459.038;371.142;1442.673;8764.508;-985.384
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 14:00:00;40528.051;8566.362;10371.772;31208.554;90674.74;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 14:00:00;26456.61199999;4546.279;166.633;14198.656;49645.492;-4277.312
S;SUL;2026-01-07 14:00:00;7757.928;494.63;836.495;5309.486;18499.822;-4101.283
NE;NORDESTE;2026-01-07 15:00:00;1802.136;2113.674;11058.62499999;8238.511;13796.33799999;9416.608
N;NORTE;2026-01-07 15:00:00;5729.337;1520.763;387.381;1133.507;8726.284;44.70399999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 15:00:00;43488.717;8676.303;12291.604;26158.718;90615.34;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 15:00:00;27189.039;4545.567;151.005;12516.153;49818.535;-5416.771
S;SUL;2026-01-07 15:00:00;8768.205;496.299;694.593;4270.54699999;18274.185;-4044.541
NE;NORDESTE;2026-01-07 16:00:00;2489.067;2113.442;12919.65299999;5884.781;14139.93899999;9267.004
N;NORTE;2026-01-07 16:00:00;7389.603;1629.944;386.394;729.651;8640.773;1494.81899999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 16:00:00;49747.625;8812.412;14012.669;18738.609;91311.32;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 16:00:00;28932.48399999;4561.05499999;131.497;9110.613;50058.582;-7322.933
S;SUL;2026-01-07 16:00:00;10936.471;507.971;575.125;3013.564;18472.021;-3438.89
NE;NORDESTE;2026-01-07 17:00:00;3958.37999999;2119.256;13705.047;1800.30899999;14357.066;7225.926
N;NORTE;2026-01-07 17:00:00;8819.974;1623.426;387.106;301.05199999;8258.571;2872.987
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 17:00:00;57716.578;8827.433;14887.629;8266.244;89697.88;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 17:00:00;31685.30099999;4575.21499999;171.52;4467.037;48885.23899999;-7986.166
S;SUL;2026-01-07 17:00:00;13252.923;509.536;623.956;1697.846;18197.00799999;-2112.74699999
NE;NORDESTE;2026-01-07 18:00:00;4817.64899999;2114.863;14056.081;35.88599999;15004.498;6019.981
N;NORTE;2026-01-07 18:00:00;10594.02999999;1632.943;387.106;44.97899999;8022.16899999;4636.889
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 18:00:00;64083.906;8837.286;15398.257;1266.437;89585.89;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 18:00:00;34973.406;4577.969;188.108;662.27699999;49285.854;-8884.09399999
S;SUL;2026-01-07 18:00:00;13698.82099999;511.511;766.962;523.29499999;17273.36499999;-1772.776
NE;NORDESTE;2026-01-07 19:00:00;4885.60699999;2072.184;15278.8;3.784;15282.203;6958.172
N;NORTE;2026-01-07 19:00:00;11914.422;1653.414;387.106;3.042;8342.463;5615.521
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 19:00:00;68011.024;8818.869;16719.841;39.879;93589.61;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 19:00:00;36705.932;4557.177;154.07499999;19.977;51941.742;-10504.58099999
S;SUL;2026-01-07 19:00:00;14505.063;536.094;899.86;13.076;18023.205;-2069.112
NE;NORDESTE;2026-01-07 20:00:00;4745.945;2063.741;16059.034;0.0;15235.558;7633.162
N;NORTE;2026-01-07 20:00:00;11198.99799999;1649.108;387.106;0.0;8483.18199999;4752.03
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 20:00:00;67870.265;8851.347;17493.367;1.0;94215.98;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 20:00:00;37364.382;4569.37;150.56;0.0;51910.084;-9825.77199999
S;SUL;2026-01-07 20:00:00;14560.94;569.128;896.667;1.0;18587.155;-2559.42
NE;NORDESTE;2026-01-07 21:00:00;4396.82699999;2077.929;15343.351;0.0;15743.043;6075.064
N;NORTE;2026-01-07 21:00:00;11403.11799999;1609.398;387.106;0.0;8626.516;4773.106
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 21:00:00;68100.27;8839.359;16822.871;1.0;93763.5;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 21:00:00;37775.83;4570.954;174.475;0.0;51106.563;-8585.304
S;SUL;2026-01-07 21:00:00;14524.495;581.078;917.939;1.0;18287.378;-2262.866
NE;NORDESTE;2026-01-07 22:00:00;3978.096;2093.019;15846.655;0.0;15864.77299999;6052.997
N;NORTE;2026-01-07 22:00:00;11696.686;1489.566;387.106;0.0;8760.981;4812.377
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 22:00:00;64788.874;8750.274;17424.509;1.0;90964.66;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 22:00:00;34819.195;4599.57;192.508;0.0;48711.947;-9100.67399999
S;SUL;2026-01-07 22:00:00;14294.897;568.119;998.24;1.0;17626.956;-1764.7
NE;NORDESTE;2026-01-07 23:00:00;3490.203;2094.326;15608.278;0.0;15515.042;5677.765
N;NORTE;2026-01-07 23:00:00;9731.33299999;1484.84499999;387.106;0.0;8784.98199999;2818.302
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-07 23:00:00;60450.814;8747.416;17235.809;1.0;86435.04;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-07 23:00:00;33019.053;4622.06099999;186.265;0.0;45728.944;-7901.56499999
S;SUL;2026-01-07 23:00:00;14210.22499999;546.184;1054.15999999;1.0;16406.07099999;-594.50199999
NE;NORDESTE;2026-01-08 00:00:00;3721.275;2099.614;15339.15199999;0.0;15159.35099999;6000.69
N;NORTE;2026-01-08 00:00:00;8704.559;1430.748;387.106;0.0;8703.201;1819.212
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 00:00:00;55860.519;8807.089;16950.549;1.0;82096.0;-476.85
SE;SUDESTE/CENTRO-OESTE;2026-01-08 00:00:00;30185.84699999;4715.884;203.337;0.0;43019.85899999;-7914.791
S;SUL;2026-01-08 00:00:00;13248.838;560.84299999;1020.954;1.0;15213.591;-381.956
NE;NORDESTE;2026-01-08 01:00:00;3820.081;2103.147;15301.28099999;0.0;14696.27399999;6528.235
N;NORTE;2026-01-08 01:00:00;8018.67799999;1443.265;387.106;0.0;8517.24199999;1331.807
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 01:00:00;51695.236;8855.22;16933.138;1.0;78509.73;-1025.13
SE;SUDESTE/CENTRO-OESTE;2026-01-08 01:00:00;28527.83099999;4741.31899999;172.191;0.0;41013.75099999;-7572.41
S;SUL;2026-01-08 01:00:00;11328.646;567.489;1072.56;1.0;14282.45999999;-1312.765
NE;NORDESTE;2026-01-08 02:00:00;3842.674;2088.854;14921.386;0.0;14273.764;6579.15
N;NORTE;2026-01-08 02:00:00;7691.433;1414.39;387.106;0.0;8374.697;1118.232
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 02:00:00;49365.057;8855.861;16616.013;1.0;75937.94;-1100.01
SE;SUDESTE/CENTRO-OESTE;2026-01-08 02:00:00;28211.002;4746.875;191.455;0.0;39632.429;-6483.097
S;SUL;2026-01-08 02:00:00;9619.948;605.74199999;1116.066;1.0;13657.05;-2314.294
NE;NORDESTE;2026-01-08 03:00:00;3825.87;2094.339;14098.765;0.0;14060.536;5958.438
N;NORTE;2026-01-08 03:00:00;7589.373;1451.001;387.106;0.0;8219.09199999;1208.388
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 03:00:00;48739.127;8900.981;15794.726;1.0;74535.9;-1100.06
SE;SUDESTE/CENTRO-OESTE;2026-01-08 03:00:00;27954.168;4735.712;145.648;0.0;38903.927;-6068.399
S;SUL;2026-01-08 03:00:00;9369.716;619.929;1163.20699999;1.0;13352.34;-2198.48799999
NE;NORDESTE;2026-01-08 04:00:00;3917.451;2100.189;13511.83199999;7.89699999;13926.192;5611.177
N;NORTE;2026-01-08 04:00:00;7526.008;1451.08899999;387.106;0.0;8126.87199999;1237.331
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 04:00:00;48944.092;8866.067;15193.786;18.53;74122.47;-1099.99
SE;SUDESTE/CENTRO-OESTE;2026-01-08 04:00:00;27551.186;4726.188;183.093;9.63299999;38841.661;-6371.561
S;SUL;2026-01-08 04:00:00;9949.44699999;588.601;1111.755;1.0;13227.74099999;-1576.938
NE;NORDESTE;2026-01-08 05:00:00;3860.675;2077.426;13642.322;395.11;13561.443;6414.09
N;NORTE;2026-01-08 05:00:00;6847.736;1485.563;387.106;9.46;8027.97899999;701.886
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 05:00:00;48187.902;8875.276;15312.815;882.945;74289.91;-1030.97
SE;SUDESTE/CENTRO-OESTE;2026-01-08 05:00:00;27405.957;4722.301;178.52;371.64499999;39377.531;-6699.10799999
S;SUL;2026-01-08 05:00:00;10073.534;589.986;1104.867;106.72999999;13322.953;-1447.836
NE;NORDESTE;2026-01-08 06:00:00;3048.674;2084.52599999;13266.302;4414.161;13056.811;9756.85199999
N;NORTE;2026-01-08 06:00:00;6616.928;1484.102;387.106;153.667;7828.695;813.108
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 06:00:00;42488.064;8886.706;14864.968;9815.192;76535.09;-480.15
SE;SUDESTE/CENTRO-OESTE;2026-01-08 06:00:00;25779.303;4718.681;186.205;4286.41699999;41610.724;-6640.11799999
S;SUL;2026-01-08 06:00:00;7043.159;599.39699999;1025.355;960.947;14038.855;-4409.997
NE;NORDESTE;2026-01-08 07:00:00;2632.09299999;2070.921;12148.35999999;7351.435;13245.29;10957.519
N;NORTE;2026-01-08 07:00:00;5488.04199999;1440.049;387.106;544.861;7750.654;109.40399999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 07:00:00;38147.232;8819.644;13747.942;20587.018;81301.84;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 07:00:00;23876.58;4714.767;159.376;10379.752;44580.102;-5449.62699999
S;SUL;2026-01-08 07:00:00;6150.51699999;593.907;1053.09999999;2310.97;15725.79;-5617.296
NE;NORDESTE;2026-01-08 08:00:00;2440.435;2056.84;11410.323;8520.98499999;13894.906;10533.677
N;NORTE;2026-01-08 08:00:00;3747.814;1422.368;387.106;973.87499999;7921.973;-1390.81
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 08:00:00;36531.67;8781.616;13017.063;26842.754;85173.1;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 08:00:00;23404.384;4711.57799999;166.99199999;13720.028;46678.928;-4675.946
S;SUL;2026-01-08 08:00:00;6939.037;590.82999999;1052.642;3627.866;16677.296;-4466.921
NE;NORDESTE;2026-01-08 09:00:00;2405.16;2061.803;10044.469;9989.895;14046.862;10454.465
N;NORTE;2026-01-08 09:00:00;3291.63;1438.411;387.106;1356.121;8151.319;-1678.051
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 09:00:00;34095.926;8762.489;11523.917;32503.401;86885.73;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 09:00:00;21572.942;4677.205;165.956;16456.324;47800.222;-4927.795
S;SUL;2026-01-08 09:00:00;6826.194;585.06999999;926.386;4701.06099999;16887.32999999;-3848.619
NE;NORDESTE;2026-01-08 10:00:00;2595.017;2045.524;8579.90199999;11881.06;14274.22599999;10827.277
N;NORTE;2026-01-08 10:00:00;3334.46899999;1412.833;387.874;1716.71199999;8234.47399999;-1382.586
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 10:00:00;33006.028;8694.984;9920.219;37393.743;89014.97;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 10:00:00;20142.794;4663.537;164.347;18315.34899999;49118.611;-5832.58399999
S;SUL;2026-01-08 10:00:00;6933.748;573.08999999;788.096;5480.62199999;17387.663;-3612.107
NE;NORDESTE;2026-01-08 11:00:00;2531.23;2031.60499999;7838.99;12255.408;14064.856;10592.377
N;NORTE;2026-01-08 11:00:00;3261.604;1404.166;368.189;1909.825;8217.59199999;-1273.80799999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 11:00:00;32994.771;8689.057;9181.571;39257.567;90122.97;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 11:00:00;19868.46899999;4664.49;164.613;19143.63299999;50011.46;-6170.25499999
S;SUL;2026-01-08 11:00:00;7333.46799999;588.796;809.779;5948.701;17829.05799999;-3148.314
NE;NORDESTE;2026-01-08 12:00:00;2430.787;2038.216;7369.53799999;12051.262;13690.141;10199.662
N;NORTE;2026-01-08 12:00:00;3269.75199999;1396.84999999;346.217;2013.801;8318.32599999;-1291.70599999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 12:00:00;33481.049;8693.163;8693.082;38299.006;89166.3;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 12:00:00;21087.604;4678.955;164.506;18230.693;49837.476;-5675.718
S;SUL;2026-01-08 12:00:00;6692.906;579.142;812.821;6003.25;17320.357;-3232.238
NE;NORDESTE;2026-01-08 13:00:00;2600.948;2052.80199999;6962.105;11645.76999999;13906.84;9354.785
N;NORTE;2026-01-08 13:00:00;3964.653;1381.364;349.512;1846.73799999;8597.598;-1055.331
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 13:00:00;38693.946;8719.973;8311.358;35707.299;91432.58;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 13:00:00;24830.024;4704.603;143.311;16691.25;50540.198;-4171.00999999
S;SUL;2026-01-08 13:00:00;7298.321;581.20399999;856.43;5523.541;18387.93999999;-4128.444
NE;NORDESTE;2026-01-08 14:00:00;2545.789;2036.18;6965.46999999;10914.973;14202.93;8259.482
N;NORTE;2026-01-08 14:00:00;5603.7;1393.909;340.519;1575.477;8878.90699999;34.69799999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 14:00:00;43086.062;8695.528;8332.259;32809.207;92923.06;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 14:00:00;27132.731;4697.72399999;120.547;15650.898;51207.42999999;-3605.53
S;SUL;2026-01-08 14:00:00;7803.842;567.71499999;905.723;4667.859;18633.789;-4688.64999999
NE;NORDESTE;2026-01-08 15:00:00;2538.769;2040.598;8771.912;9172.886;14567.613;7956.552
N;NORTE;2026-01-08 15:00:00;6765.756;1431.444;357.673;1193.574;8960.101;788.346
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 15:00:00;46101.614;8743.661;10136.632;28616.408;93598.32;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 15:00:00;28427.90499999;4710.53099999;96.292;14562.988;51696.98499999;-3899.269
S;SUL;2026-01-08 15:00:00;8369.184;561.088;910.755;3686.96;18373.616;-4845.629
NE;NORDESTE;2026-01-08 16:00:00;2848.27;2003.81899999;11038.70799999;6239.128;14976.715;7153.21
N;NORTE;2026-01-08 16:00:00;7412.771;1421.877;368.501;706.824;8774.222;1135.75099999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 16:00:00;51186.222;8676.873;12344.309;21119.302;93326.71;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 16:00:00;30317.821;4715.867;72.652;11556.337;51217.703;-4555.026
S;SUL;2026-01-08 16:00:00;10607.35999999;535.30999999;864.448;2617.013;18358.066;-3733.935
NE;NORDESTE;2026-01-08 17:00:00;4328.643;2014.759;13310.14699999;1718.47399999;14543.39999999;6828.623
N;NORTE;2026-01-08 17:00:00;9512.365;1431.21799999;357.639;284.098;8277.01999999;3308.3
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 17:00:00;58194.954;8710.445;14598.587;9401.81;90905.8;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 17:00:00;32933.942;4716.865;71.035;5946.79;50438.261;-6769.62899999
S;SUL;2026-01-08 17:00:00;11420.004;547.603;859.766;1452.448;17647.115;-3367.294
NE;NORDESTE;2026-01-08 18:00:00;5795.226;2038.136;13489.518;52.405;15019.909;6355.376
N;NORTE;2026-01-08 18:00:00;11985.389;1429.39;338.809;40.771;8074.785;5719.574
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 18:00:00;66172.695;8736.688;14777.015;1403.41;91089.81;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 18:00:00;35576.53999999;4725.411;86.105;845.95299999;51129.498;-9895.489
S;SUL;2026-01-08 18:00:00;12815.54;543.751;862.583;464.281;16865.616;-2179.46099999
NE;NORDESTE;2026-01-08 19:00:00;5822.59899999;2039.214;15380.236;8.861;15300.77;7950.14
N;NORTE;2026-01-08 19:00:00;12374.30499999;1492.98699999;340.497;2.78;8383.29899999;5827.27
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 19:00:00;69325.149;8824.988;16887.071;43.22;95080.43;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 19:00:00;37120.812;4742.595;177.091;19.62;53827.616;-11767.498
S;SUL;2026-01-08 19:00:00;14007.43299999;550.192;989.24699999;11.959;17568.74299999;-2009.912
NE;NORDESTE;2026-01-08 20:00:00;5192.258;2059.98099999;16734.173;0.0;15232.029;8754.383
N;NORTE;2026-01-08 20:00:00;11011.817;1561.882;374.835;0.0;8431.25799999;4517.276
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 20:00:00;68406.275;8926.694;18364.203;1.0;95698.17;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 20:00:00;37290.61299999;4743.246;228.123;0.0;53853.136;-11591.15399999
S;SUL;2026-01-08 20:00:00;14911.58699999;561.585;1027.07199999;1.0;18181.749;-1680.505
NE;NORDESTE;2026-01-08 21:00:00;5435.688;2065.113;17652.98399999;0.0;15887.40699999;9266.378
N;NORTE;2026-01-08 21:00:00;10077.979;1575.57299999;389.193;0.0;8595.359;3447.386
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 21:00:00;67465.177;8899.831;19314.154;1.0;95680.16;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 21:00:00;37397.289;4694.758;219.465;0.0;53176.977;-10865.465
S;SUL;2026-01-08 21:00:00;14554.22099999;564.387;1052.512;1.0;18020.41899999;-1848.299
NE;NORDESTE;2026-01-08 22:00:00;5343.62599999;2063.012;18116.34099999;0.0;16083.48999999;9439.489
N;NORTE;2026-01-08 22:00:00;9859.133;1570.00999999;396.426;0.0;8756.33599999;3069.233
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 22:00:00;64841.342;8904.594;19803.202;1.0;93550.14;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 22:00:00;35918.695;4714.771;201.359;0.0;51370.983;-10536.158
S;SUL;2026-01-08 22:00:00;13719.88799999;556.80099999;1089.076;1.0;17339.32899999;-1972.564
NE;NORDESTE;2026-01-08 23:00:00;4770.907;2072.354;18473.93799999;0.0;15776.691;9540.508
N;NORTE;2026-01-08 23:00:00;8861.894;1571.75099999;402.588;0.0;8755.47799999;2080.755
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-08 23:00:00;60254.032;8922.142;20130.117;1.0;89307.29;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-08 23:00:00;33935.4;4719.085;218.257;0.0;48630.326;-9757.58399999
S;SUL;2026-01-08 23:00:00;12685.831;558.952;1035.334;1.0;16144.796;-1863.679
NE;NORDESTE;2026-01-09 00:00:00;3907.203;2100.484;19119.24099999;0.0;15222.531;9904.397
N;NORTE;2026-01-09 00:00:00;7535.07;1564.117;401.078;0.0;8599.465;900.79999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 00:00:00;54734.289;8952.93;20945.39;1.0;84633.61;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 00:00:00;31902.969;4746.418;230.401;0.0;45896.682;-9016.894
S;SUL;2026-01-09 00:00:00;11389.04699999;541.91099999;1194.67;1.0;14914.93099999;-1788.303
NE;NORDESTE;2026-01-09 01:00:00;3937.999;2109.906;18812.229;0.0;14877.535;9982.599
N;NORTE;2026-01-09 01:00:00;6144.643;1547.297;385.72;0.0;8543.962;-466.302
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 01:00:00;51045.131;8927.821;20625.63;1.0;81289.82;-690.24
SE;SUDESTE/CENTRO-OESTE;2026-01-09 01:00:00;29941.67199999;4743.173;244.455;0.0;43630.40999999;-8701.11
S;SUL;2026-01-09 01:00:00;11020.817;527.44499999;1183.226;1.0;14237.915;-1505.427
NE;NORDESTE;2026-01-09 02:00:00;3918.76099999;2108.138;18080.685;0.0;14515.136;9592.448
N;NORTE;2026-01-09 02:00:00;6231.16499999;1538.78999999;383.169;0.0;8381.115;-227.991
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 02:00:00;49032.538;8905.025;19808.69;1.0;78847.25;-1100.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 02:00:00;28673.45999999;4742.686;246.035;0.0;42395.19899999;-8733.018
S;SUL;2026-01-09 02:00:00;10209.152;515.411;1098.801;1.0;13555.8;-1731.436
NE;NORDESTE;2026-01-09 03:00:00;3930.132;2112.024;17585.15;0.0;14305.944;9321.36199999
N;NORTE;2026-01-09 03:00:00;6658.732;1509.62199999;376.516;0.0;8182.37499999;362.495
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 03:00:00;47928.337;8904.106;19313.221;1.0;77246.75;-1100.08
SE;SUDESTE/CENTRO-OESTE;2026-01-09 03:00:00;28794.91299999;4728.05699999;241.089;0.0;41546.51999999;-7782.461
S;SUL;2026-01-09 03:00:00;8544.56;554.403;1110.46599999;1.0;13211.906;-3001.477
NE;NORDESTE;2026-01-09 04:00:00;3922.526;2107.299;17572.116;11.36999999;14158.719;9454.592
N;NORTE;2026-01-09 04:00:00;6560.722;1482.219;389.704;0.0;8030.369;402.27599999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 04:00:00;47154.956;8885.385;19462.266;23.866;76626.52;-1100.05
SE;SUDESTE/CENTRO-OESTE;2026-01-09 04:00:00;28512.073;4719.607;249.493;11.49599999;41253.701;-7761.03199999
S;SUL;2026-01-09 04:00:00;8159.635;576.26;1250.953;1.0;13183.73;-3195.88199999
NE;NORDESTE;2026-01-09 05:00:00;3715.997;2104.254;17014.52599999;351.82499999;13622.933;9563.669
N;NORTE;2026-01-09 05:00:00;6845.379;1476.688;378.341;12.069;7878.86799999;833.609
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 05:00:00;47462.847;8864.834;18788.5;875.097;76673.04;-681.76
SE;SUDESTE/CENTRO-OESTE;2026-01-09 05:00:00;28577.205;4717.746;244.868;418.68199999;41830.817;-7872.316
S;SUL;2026-01-09 05:00:00;8324.266;566.14599999;1150.76499999;92.52099999;13340.418;-3206.72
NE;NORDESTE;2026-01-09 06:00:00;3091.191;2106.291;15702.80999999;3349.019;13234.42099999;11014.89
N;NORTE;2026-01-09 06:00:00;4693.084;1320.48599999;382.159;181.427;7600.015;-1022.85899999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 06:00:00;43539.723;8679.045;17437.567;8950.79;78607.13;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 06:00:00;27274.39199999;4717.097;244.114;4543.898;43500.99499999;-6721.494
S;SUL;2026-01-09 06:00:00;8481.05599999;535.171;1108.48399999;876.446;14271.694;-3270.537
NE;NORDESTE;2026-01-09 07:00:00;2538.861;2093.34;13874.037;6208.57699999;13410.549;11304.266
N;NORTE;2026-01-09 07:00:00;3370.191;1309.893;376.363;647.381;7603.69;-1899.86199999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 07:00:00;38518.533;8623.717;15703.426;20092.961;82938.64;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 07:00:00;25373.859;4698.50599999;245.779;11053.62;46199.411;-4827.647
S;SUL;2026-01-09 07:00:00;7235.62199999;521.978;1207.24699999;2183.38299999;15724.98699999;-4576.75699999
NE;NORDESTE;2026-01-09 08:00:00;2391.723;2029.21999999;11824.097;7623.43199999;14073.52399999;9794.948
N;NORTE;2026-01-09 08:00:00;3656.915;1325.28499999;375.926;1203.114;7836.15599999;-1274.91599999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 08:00:00;38690.575;8562.653;13644.35;26360.936;87258.51;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 08:00:00;24894.794;4695.56099999;224.61;14126.424;48678.428;-4737.03899999
S;SUL;2026-01-09 08:00:00;7747.143;512.587;1219.717;3407.96599999;16670.406;-3782.993
NE;NORDESTE;2026-01-09 09:00:00;2406.889;1991.70999999;9420.01399999;9071.169;13846.20799999;9043.574
N;NORTE;2026-01-09 09:00:00;3748.341;1323.69099999;324.86399999;1681.736;8000.848;-922.216
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 09:00:00;36648.964;8541.809;11182.314;32477.256;88850.34;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 09:00:00;23366.75499999;4678.385;140.859;17338.804;50046.541;-4521.738
S;SUL;2026-01-09 09:00:00;7126.979;548.023;1296.577;4385.54699999;16956.746;-3599.62
NE;NORDESTE;2026-01-09 10:00:00;2420.675;1984.62399999;8144.571;10050.22;13796.845;8803.24499999
N;NORTE;2026-01-09 10:00:00;3776.275;1316.397;296.801;2050.52999999;8083.387;-643.384
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-09 10:00:00;36245.371;8532.116;10004.868;36095.68;90878.04;0.0
SE;SUDESTE/CENTRO-OESTE;2026-01-09 10:00:00;22943.593;4669.947;140.88399999;18855.461;51413.239;-4803.35399999
S;SUL;2026-01-09 10:00:00;7104.82799999;561.14799999;1422.612;5139.469;17584.56399999;-3356.507
